date,district,consumption_kwh,renewable_pct,ev_charging_kwh,peak_demand_kw
2025-08-29,Riverside,1968.3,44.0,307.3,248.7
2025-08-29,Northgate,1827.0,38.4,203.2,321.2
2025-08-29,Eastfield,2158.5,41.4,429.3,318.4
2025-08-29,Harbour,2839.2,41.3,219.0,373.9
2025-08-29,Greenpark,1287.4,42.0,418.6,178.2
2025-08-30,Central,3561.5,42.3,264.9,589.1
2025-08-30,Riverside,2098.2,39.8,167.5,360.2
2025-08-30,Northgate,2007.4,48.4,338.6,343.8
2025-08-30,Eastfield,1765.6,54.4,308.0,278.0
2025-08-30,Harbour,2516.5,34.1,537.2,386.6
2025-08-30,Greenpark,1352.4,52.7,220.6,167.1
2025-08-31,Central,3623.9,42.9,208.8,611.6
2025-08-31,Riverside,2158.3,39.7,326.9,352.0
2025-08-31,Northgate,1782.1,19.2,484.2,249.5
2025-08-31,Eastfield,2111.3,38.2,448.4,295.0
2025-08-31,Harbour,2490.4,33.5,399.7,324.0
2025-08-31,Greenpark,1334.4,54.1,266.5,215.1
2025-09-01,Central,4242.0,45.1,499.6,603.2
2025-09-01,Riverside,2086.1,53.8,250.2,322.7
2025-09-01,Northgate,2791.4,44.7,525.6,406.2
2025-09-01,Eastfield,2163.9,42.1,499.9,373.2
2025-09-01,Harbour,3706.2,61.2,178.0,537.2
2025-09-01,Greenpark,1042.3,43.0,321.2,164.0
2025-09-02,Central,3168.3,21.2,317.6,470.1
2025-09-02,Riverside,3276.9,46.4,156.4,501.7
2025-09-02,Northgate,1946.1,44.7,193.5,331.1
2025-09-02,Eastfield,2301.3,30.8,221.9,393.7
2025-09-02,Harbour,3682.3,61.5,388.5,503.1
2025-09-02,Greenpark,1715.7,28.8,241.1,301.0
2025-09-03,Central,4031.5,21.0,537.0,602.0
2025-09-03,Riverside,2845.3,33.5,372.4,391.6
2025-09-03,Northgate,1929.1,45.6,314.8,338.8
2025-09-03,Eastfield,1897.2,22.0,282.1,320.3
2025-09-03,Harbour,3075.8,33.7,336.0,505.7
2025-09-03,Greenpark,1311.5,37.4,378.4,209.7
2025-09-04,Central,4585.1,58.6,362.0,730.7
2025-09-04,Riverside,3055.5,54.3,401.7,437.5
2025-09-04,Northgate,2192.4,55.2,538.5,355.0
2025-09-04,Eastfield,2047.8,37.5,387.9,289.3
2025-09-04,Harbour,2969.9,49.8,405.9,498.9
2025-09-04,Greenpark,1746.7,44.5,296.9,221.2
2025-09-05,Central,3657.3,23.8,305.2,586.6
2025-09-05,Riverside,2567.9,24.5,534.2,320.9
2025-09-05,Northgate,2483.4,52.6,89.8,335.0
2025-09-05,Eastfield,1781.1,39.6,417.5,234.0
2025-09-05,Harbour,3224.9,56.5,347.1,499.4
2025-09-05,Greenpark,1644.2,36.6,314.0,201.3
2025-09-06,Central,4081.1,18.3,392.1,648.7
2025-09-06,Riverside,2373.1,31.6,273.3,396.0
2025-09-06,Northgate,2281.5,36.4,312.3,331.2
2025-09-06,Eastfield,1815.7,10.0,414.2,288.7
2025-09-06,Harbour,3454.4,29.8,410.0,415.2
2025-09-06,Greenpark,1556.0,46.8,0.0,203.6
2025-09-07,Central,3513.8,38.3,483.1,446.9
2025-09-07,Riverside,3022.6,50.0,388.7,447.3
2025-09-07,Northgate,2289.7,51.2,324.1,377.2
2025-09-07,Eastfield,2607.3,38.1,339.3,455.0
2025-09-07,Harbour,3416.3,45.5,25.0,532.9
2025-09-07,Greenpark,1684.6,54.9,369.5,292.3
2025-09-08,Central,3718.4,33.4,276.2,591.7
2025-09-08,Riverside,3122.8,49.8,534.3,561.2
2025-09-08,Northgate,2173.9,26.3,365.1,357.2
2025-09-08,Eastfield,2329.0,42.0,171.5,355.6
2025-09-08,Harbour,2937.2,41.8,484.0,407.6
2025-09-08,Greenpark,1569.2,47.3,501.0,241.1
2025-09-09,Central,3483.3,48.1,347.8,418.3
2025-09-09,Riverside,2484.4,46.1,342.3,386.2
2025-09-09,Northgate,2245.5,54.1,315.1,320.9
2025-09-09,Eastfield,2177.8,44.3,545.7,330.6
2025-09-09,Harbour,3714.2,30.8,277.8,497.2
2025-09-09,Greenpark,1461.8,44.7,283.2,224.1
2025-09-10,Central,3465.8,34.4,171.2,522.5
2025-09-10,Riverside,2323.4,24.0,511.2,416.8
2025-09-10,Northgate,1815.1,33.0,502.4,224.3
2025-09-10,Eastfield,1895.5,62.5,469.1,292.6
2025-09-10,Harbour,3418.9,39.9,150.1,511.6
2025-09-10,Greenpark,1523.0,31.5,346.8,252.0
2025-09-11,Central,4047.7,51.1,252.5,585.3
2025-09-11,Riverside,2582.8,41.5,128.5,312.9
2025-09-11,Northgate,2456.8,46.1,406.9,402.0
2025-09-11,Eastfield,2447.4,23.0,304.0,328.2
2025-09-11,Harbour,3500.8,45.7,360.4,525.7
2025-09-11,Greenpark,1638.5,48.2,246.0,240.8
2025-09-12,Central,4045.5,42.8,205.5,497.2
2025-09-12,Riverside,2590.4,35.7,255.4,332.6
2025-09-12,Northgate,2217.2,43.2,340.1,289.6
2025-09-12,Eastfield,2299.2,28.5,497.2,306.7
2025-09-12,Harbour,3400.7,35.0,446.2,470.8
2025-09-12,Greenpark,1278.7,52.6,370.8,194.6
2025-09-13,Central,3668.5,42.8,262.0,469.8
2025-09-13,Riverside,2660.1,64.2,307.5,353.5
2025-09-13,Northgate,2180.6,36.6,375.0,285.6
2025-09-13,Eastfield,2379.6,57.1,413.7,408.0
2025-09-13,Harbour,2863.4,55.7,470.2,365.9
2025-09-13,Greenpark,1491.5,51.6,260.9,193.0
2025-09-14,Central,3848.4,50.7,452.7,607.2
2025-09-14,Riverside,2828.5,26.3,385.1,362.9
2025-09-14,Northgate,2421.1,23.5,303.2,431.7
2025-09-14,Eastfield,2261.6,30.7,336.0,346.3
2025-09-14,Harbour,3238.3,70.5,522.0,499.6
2025-09-14,Greenpark,1713.2,40.5,415.8,291.6
2025-09-15,Central,3667.7,53.7,318.9,441.2
2025-09-15,Riverside,2485.2,29.8,293.8,298.3
2025-09-15,Northgate,2533.0,37.3,263.9,364.6
2025-09-15,Eastfield,1814.6,32.1,469.0,304.6
2025-09-15,Harbour,3290.4,20.3,194.7,553.2
2025-09-15,Greenpark,1763.9,35.4,443.6,251.0
2025-09-16,Central,3690.9,15.8,83.0,623.3
2025-09-16,Riverside,2394.8,53.2,502.5,349.0
2025-09-16,Northgate,2137.0,31.5,291.4,303.9
2025-09-16,Eastfield,2013.5,37.1,461.8,278.6
2025-09-16,Harbour,3513.2,34.8,327.0,483.2
2025-09-16,Greenpark,1729.6,16.2,341.2,239.5
2025-09-17,Central,3226.3,38.1,263.8,440.7
2025-09-17,Riverside,2272.2,55.2,183.2,293.9
2025-09-17,Northgate,2550.3,50.1,477.7,313.0
2025-09-17,Eastfield,1981.7,56.2,168.9,317.7
2025-09-17,Harbour,3070.2,21.1,418.9,466.0
2025-09-17,Greenpark,1700.6,61.0,218.6,275.0
2025-09-18,Central,4316.3,55.8,431.1,708.8
2025-09-18,Riverside,2929.1,49.9,532.4,376.8
2025-09-18,Northgate,2118.8,65.6,260.7,272.8
2025-09-18,Eastfield,2050.5,47.8,314.9,292.7
2025-09-18,Harbour,2988.9,33.6,369.2,429.8
2025-09-18,Greenpark,1746.0,39.1,434.8,268.9
2025-09-19,Central,3417.5,28.1,290.5,445.6
2025-09-19,Riverside,2996.8,49.4,445.9,420.1
2025-09-19,Northgate,2570.6,47.7,428.0,308.5
2025-09-19,Eastfield,1917.9,44.2,433.0,331.9
2025-09-19,Harbour,3377.7,59.8,131.0,516.6
2025-09-19,Greenpark,1205.8,38.5,475.1,165.6
2025-09-20,Central,2794.2,45.0,509.1,341.2
2025-09-20,Riverside,3075.6,42.2,270.1,513.5
2025-09-20,Northgate,2537.5,50.5,328.5,363.2
2025-09-20,Eastfield,1771.0,10.0,197.8,249.9
2025-09-20,Harbour,3477.5,30.3,490.8,611.4
2025-09-20,Greenpark,1708.3,31.7,212.3,290.3
2025-09-21,Central,3158.4,40.5,524.2,556.8
2025-09-21,Riverside,2788.1,47.9,310.1,488.0
2025-09-21,Northgate,2604.2,25.8,281.2,379.4
2025-09-21,Eastfield,2195.7,39.4,146.2,338.3
2025-09-21,Harbour,3713.9,30.4,348.8,595.7
2025-09-21,Greenpark,1355.2,41.5,305.0,176.5
2025-09-22,Central,3716.3,46.4,200.2,605.7
2025-09-22,Riverside,2745.7,41.8,372.5,432.2
2025-09-22,Northgate,2194.6,20.9,476.5,337.2
2025-09-22,Eastfield,2037.9,38.6,394.0,272.7
2025-09-22,Harbour,3188.7,48.8,81.3,461.4
2025-09-22,Greenpark,1584.7,34.2,492.8,233.8
2025-09-23,Central,3720.8,24.7,484.0,465.2
2025-09-23,Riverside,2548.8,61.1,261.0,375.2
2025-09-23,Northgate,2513.0,45.5,372.5,365.0
2025-09-23,Eastfield,1769.5,47.5,357.7,289.2
2025-09-23,Harbour,2896.8,32.6,413.8,356.4
2025-09-23,Greenpark,1712.7,44.4,480.8,215.4
2025-09-24,Central,4086.4,57.3,334.6,564.0
2025-09-24,Riverside,3080.0,23.9,620.2,416.6
2025-09-24,Northgate,2667.8,56.1,200.9,384.4
2025-09-24,Eastfield,1709.9,17.5,309.5,212.5
2025-09-24,Harbour,3377.8,44.0,333.2,481.1
2025-09-24,Greenpark,1519.4,50.7,389.5,260.5
2025-09-25,Central,4011.8,41.3,317.9,584.4
2025-09-25,Riverside,3238.9,45.7,440.6,464.7
2025-09-25,Northgate,2369.6,49.7,281.2,308.6
2025-09-25,Eastfield,2313.0,51.4,325.9,315.1
2025-09-25,Harbour,2889.7,27.0,248.6,471.7
2025-09-25,Greenpark,1324.5,35.4,434.7,174.6
2025-09-26,Central,3547.6,25.6,304.9,536.5
2025-09-26,Riverside,2464.0,64.2,333.9,382.0
2025-09-26,Northgate,2775.0,43.4,413.3,415.1
2025-09-26,Eastfield,2455.0,23.6,357.9,324.6
2025-09-26,Harbour,2907.8,44.8,276.3,445.2
2025-09-26,Greenpark,1774.4,30.9,384.1,230.6
2025-09-27,Central,3804.9,59.9,343.8,624.3
2025-09-27,Riverside,2697.2,56.7,499.5,458.5
2025-09-27,Northgate,2400.8,30.0,395.7,430.0
2025-09-27,Eastfield,2194.8,45.6,481.2,309.3
2025-09-27,Harbour,3660.3,64.4,215.2,563.7
2025-09-27,Greenpark,1656.2,26.1,315.3,258.8
2025-09-28,Central,3620.9,45.4,341.8,550.2
2025-09-28,Riverside,3205.2,44.4,316.1,516.0
2025-09-28,Northgate,2649.1,51.2,195.4,444.8
2025-09-28,Eastfield,2151.5,32.7,246.7,366.8
2025-09-28,Harbour,3522.5,17.3,387.8,471.3
2025-09-28,Greenpark,1597.5,48.8,433.7,227.9
2025-09-29,Central,4209.3,41.8,362.5,519.9
2025-09-29,Riverside,3358.7,38.4,281.8,554.1
2025-09-29,Northgate,1894.9,35.1,420.9,293.3
2025-09-29,Eastfield,2058.0,42.4,509.8,367.3
2025-09-29,Harbour,3032.6,31.4,521.6,489.8
2025-09-29,Greenpark,1665.6,59.4,377.2,265.6
2025-09-30,Central,3994.8,10.4,251.7,586.0
2025-09-30,Riverside,2789.1,49.9,557.5,479.5
2025-09-30,Northgate,2344.8,38.1,579.2,403.7
2025-09-30,Eastfield,2078.9,30.8,153.5,261.9
2025-09-30,Harbour,4319.9,50.6,101.6,671.1
2025-09-30,Greenpark,1313.3,54.2,281.8,214.3
2025-10-01,Central,5104.6,65.3,236.0,843.7
2025-10-01,Riverside,3374.1,45.4,454.3,595.4
2025-10-01,Northgate,3212.3,49.1,284.8,489.1
2025-10-01,Eastfield,2341.9,43.6,329.4,411.4
2025-10-01,Harbour,3997.7,54.7,388.4,673.1
2025-10-01,Greenpark,2070.3,46.5,170.4,294.1
2025-10-02,Central,5007.6,45.6,390.8,807.3
2025-10-02,Riverside,2509.2,48.0,350.4,370.0
2025-10-02,Northgate,2236.5,53.2,367.3,372.7
2025-10-02,Eastfield,2444.7,36.1,350.0,311.0
2025-10-02,Harbour,3373.1,49.2,414.9,593.0
2025-10-02,Greenpark,1931.3,57.3,354.2,311.6
2025-10-03,Central,4080.6,60.0,235.3,661.5
2025-10-03,Riverside,3415.2,52.5,383.9,495.6
2025-10-03,Northgate,2833.6,52.5,276.0,508.6
2025-10-03,Eastfield,2662.3,31.1,523.1,407.9
2025-10-03,Harbour,3950.5,30.4,390.3,644.5
2025-10-03,Greenpark,1795.7,22.2,255.1,311.3
2025-10-04,Central,4605.6,40.8,236.9,691.7
2025-10-04,Riverside,2553.5,20.1,386.0,411.1
2025-10-04,Northgate,3095.9,27.7,462.3,427.0
2025-10-04,Eastfield,2392.7,55.4,397.8,314.1
2025-10-04,Harbour,3968.9,24.4,405.3,553.0
2025-10-04,Greenpark,2007.3,41.1,309.0,347.6
2025-10-05,Central,4221.4,47.0,398.7,695.6
2025-10-05,Riverside,3201.7,43.7,285.9,477.3
2025-10-05,Northgate,2569.5,15.2,401.7,442.0
2025-10-05,Eastfield,2223.9,29.5,340.2,389.6
2025-10-05,Harbour,4343.6,63.8,500.7,757.4
2025-10-05,Greenpark,2126.3,24.8,323.6,281.2
2025-10-06,Central,4807.1,49.3,279.4,849.5
2025-10-06,Riverside,3148.4,54.3,158.5,379.3
2025-10-06,Northgate,2797.5,49.4,567.0,409.8
2025-10-06,Eastfield,2184.0,36.1,293.8,370.4
2025-10-06,Harbour,3350.9,37.2,474.1,452.2
2025-10-06,Greenpark,2058.2,29.5,190.7,366.8
2025-10-07,Central,4814.6,39.5,322.1,660.2
2025-10-07,Riverside,2536.8,35.9,394.1,311.4
2025-10-07,Northgate,2723.4,17.7,362.9,353.7
2025-10-07,Eastfield,2652.8,50.2,566.2,438.0
2025-10-07,Harbour,4065.8,34.9,275.1,615.2
2025-10-07,Greenpark,1863.1,37.3,331.5,311.0
2025-10-08,Central,5019.1,54.7,615.0,619.5
2025-10-08,Riverside,2975.7,42.9,321.2,526.5
2025-10-08,Northgate,2774.6,39.8,296.9,457.1
2025-10-08,Eastfield,2129.4,36.6,432.6,311.7
2025-10-08,Harbour,3900.2,40.2,219.2,670.6
2025-10-08,Greenpark,2138.4,29.9,541.8,320.8
2025-10-09,Central,4524.6,38.6,521.2,605.8
2025-10-09,Riverside,3416.7,48.4,262.1,551.4
2025-10-09,Northgate,3013.9,41.5,364.3,475.5
2025-10-09,Eastfield,2848.9,42.3,473.0,458.4
2025-10-09,Harbour,3498.1,31.6,399.6,484.4
2025-10-09,Greenpark,1827.6,66.2,258.0,307.9
2025-10-10,Central,4721.0,35.9,259.8,630.4
2025-10-10,Riverside,3324.3,43.6,217.4,438.4
2025-10-10,Northgate,2772.9,53.2,204.7,474.1
2025-10-10,Eastfield,2382.6,30.2,331.3,412.1
2025-10-10,Harbour,4437.4,36.5,335.5,604.8
2025-10-10,Greenpark,1791.4,23.5,318.5,268.7
2025-10-11,Central,4700.1,53.7,316.6,626.8
2025-10-11,Riverside,3290.3,57.7,468.2,482.3
2025-10-11,Northgate,2933.7,48.5,141.9,401.7
2025-10-11,Eastfield,2226.8,38.6,318.2,348.4
2025-10-11,Harbour,4092.5,36.6,190.7,718.3
2025-10-11,Greenpark,2388.8,11.5,336.4,350.6
2025-10-12,Central,3899.3,38.0,627.8,696.1
2025-10-12,Riverside,3636.6,35.7,342.4,549.8
2025-10-12,Northgate,2830.1,36.8,0.0,382.8
2025-10-12,Eastfield,2813.7,67.1,325.8,437.0
2025-10-12,Harbour,3798.1,28.1,460.8,507.5
2025-10-12,Greenpark,1962.9,13.7,236.3,297.8
2025-10-13,Central,3795.7,54.0,167.1,643.5
2025-10-13,Riverside,3281.1,33.5,232.8,413.9
2025-10-13,Northgate,3256.9,40.8,475.7,448.2
2025-10-13,Eastfield,2136.1,46.5,273.7,338.7
2025-10-13,Harbour,3246.4,49.6,423.2,500.8
2025-10-13,Greenpark,2172.0,35.5,439.8,359.3
2025-10-14,Central,4220.7,42.0,379.7,606.3
2025-10-14,Riverside,3169.7,44.2,347.9,498.6
2025-10-14,Northgate,2905.4,50.3,421.5,391.4
2025-10-14,Eastfield,2277.5,23.4,273.1,350.1
2025-10-14,Harbour,3698.7,30.3,243.9,459.4
2025-10-14,Greenpark,2557.9,23.1,516.9,356.4
2025-10-15,Central,4065.8,62.8,391.7,582.8
2025-10-15,Riverside,2890.3,32.7,276.5,501.3
2025-10-15,Northgate,2997.0,29.9,283.4,428.3
2025-10-15,Eastfield,2334.9,54.2,513.7,330.6
2025-10-15,Harbour,3667.8,41.6,414.3,590.0
2025-10-15,Greenpark,1784.9,21.6,350.1,281.3
2025-10-16,Central,3935.4,51.4,621.2,667.0
2025-10-16,Riverside,4178.7,44.2,442.4,750.6
2025-10-16,Northgate,2529.1,20.5,476.3,416.0
2025-10-16,Eastfield,2496.8,47.6,234.7,324.0
2025-10-16,Harbour,3386.2,44.1,250.3,599.0
2025-10-16,Greenpark,1901.7,24.5,179.8,238.2
2025-10-17,Central,4535.3,45.3,149.0,768.7
2025-10-17,Riverside,3775.1,39.6,361.1,537.3
2025-10-17,Northgate,2927.9,43.3,185.9,373.8
2025-10-17,Eastfield,2539.6,47.5,201.8,327.7
2025-10-17,Harbour,4111.5,41.7,430.1,533.1
2025-10-17,Greenpark,2204.7,30.0,467.9,336.7
2025-10-18,Central,4581.0,33.1,114.0,816.1
2025-10-18,Riverside,3973.0,48.0,84.7,710.7
2025-10-18,Northgate,3299.3,42.1,473.0,485.5
2025-10-18,Eastfield,2082.6,30.3,332.6,263.3
2025-10-18,Harbour,4201.2,58.3,192.8,703.5
2025-10-18,Greenpark,1795.0,37.4,281.1,245.5
2025-10-19,Central,4589.7,34.6,190.1,736.3
2025-10-19,Riverside,3136.7,40.0,273.3,533.9
2025-10-19,Northgate,3001.2,26.9,385.3,476.6
2025-10-19,Eastfield,2574.5,65.1,147.4,356.3
2025-10-19,Harbour,3095.2,40.5,268.1,379.6
2025-10-19,Greenpark,1920.2,45.8,453.3,254.0
2025-10-20,Central,4335.2,53.9,224.8,523.4
2025-10-20,Riverside,2878.4,40.2,246.7,501.6
2025-10-20,Northgate,2841.1,55.5,345.7,508.6
2025-10-20,Eastfield,3164.4,44.4,319.0,538.9
2025-10-20,Harbour,4118.6,51.4,480.7,644.7
2025-10-20,Greenpark,1901.7,38.4,358.3,325.7
2025-10-21,Central,3869.6,51.0,550.7,548.0
2025-10-21,Riverside,3727.5,64.6,387.7,637.9
2025-10-21,Northgate,2842.7,56.5,298.5,476.3
2025-10-21,Eastfield,2753.0,40.3,191.4,386.3
2025-10-21,Harbour,3847.1,34.4,290.3,623.2
2025-10-21,Greenpark,1913.2,38.8,321.7,231.1
2025-10-22,Central,4429.8,47.1,486.4,675.2
2025-10-22,Riverside,3296.9,26.2,313.0,483.8
2025-10-22,Northgate,2572.5,25.5,309.5,426.8
2025-10-22,Eastfield,2240.8,47.5,132.7,271.5
2025-10-22,Harbour,3679.3,63.4,309.6,561.1
2025-10-22,Greenpark,1842.7,54.5,371.1,293.1
2025-10-23,Central,4183.7,25.8,280.9,664.3
2025-10-23,Riverside,3442.0,53.9,354.8,606.7
2025-10-23,Northgate,2602.4,45.8,539.6,467.4
2025-10-23,Eastfield,2311.7,43.7,47.9,347.5
2025-10-23,Harbour,3672.1,27.5,421.5,588.8
2025-10-23,Greenpark,1732.3,36.4,201.0,220.8
2025-10-24,Central,4137.5,46.3,49.6,714.3
2025-10-24,Riverside,3662.0,53.9,546.9,578.7
2025-10-24,Northgate,2583.1,52.2,78.5,448.7
2025-10-24,Eastfield,3119.8,39.4,296.7,436.2
2025-10-24,Harbour,3407.9,38.9,271.9,549.4
2025-10-24,Greenpark,2407.7,48.8,415.4,373.9
2025-10-25,Central,4136.9,31.6,510.2,630.5
2025-10-25,Riverside,3777.4,28.3,411.9,670.1
2025-10-25,Northgate,2535.8,67.3,478.6,441.5
2025-10-25,Eastfield,3158.6,57.6,455.1,515.5
2025-10-25,Harbour,4509.9,40.5,213.1,695.8
2025-10-25,Greenpark,2104.5,38.7,340.8,377.5
2025-10-26,Central,5036.5,40.2,525.6,616.1
2025-10-26,Riverside,3806.1,33.6,126.7,623.3
2025-10-26,Northgate,2984.1,33.0,259.2,454.2
2025-10-26,Eastfield,2595.6,13.3,225.9,381.9
2025-10-26,Harbour,4145.0,30.6,366.7,617.0
2025-10-26,Greenpark,2047.2,47.6,238.7,291.9
2025-10-27,Central,3752.0,20.3,414.1,512.5
2025-10-27,Riverside,3569.9,51.5,377.1,496.8
2025-10-27,Northgate,2797.6,24.3,174.1,423.6
2025-10-27,Eastfield,2473.5,41.5,450.2,383.2
2025-10-27,Harbour,4345.3,41.7,408.9,574.8
2025-10-27,Greenpark,1900.6,32.7,378.1,322.4
2025-10-28,Central,4985.7,38.4,489.0,625.4
2025-10-28,Riverside,2912.1,41.0,363.7,370.5
2025-10-28,Northgate,2806.2,49.8,389.7,356.5
2025-10-28,Eastfield,2571.0,41.5,327.7,313.0
2025-10-28,Harbour,3581.4,49.3,457.3,445.9
2025-10-28,Greenpark,2163.8,35.4,369.7,265.7
2025-10-29,Central,4871.9,32.2,444.9,734.1
2025-10-29,Riverside,2771.8,35.1,521.0,479.8
2025-10-29,Northgate,2479.7,30.8,204.9,435.3
2025-10-29,Eastfield,2372.1,49.9,310.5,295.3
2025-10-29,Harbour,3064.4,38.1,226.3,424.6
2025-10-29,Greenpark,2112.1,39.8,182.7,359.1
2025-10-30,Central,4451.3,46.1,160.0,769.9
2025-10-30,Riverside,3047.4,38.9,92.2,511.9
2025-10-30,Northgate,3412.9,31.1,388.9,576.5
2025-10-30,Eastfield,2623.0,41.2,283.5,362.3
2025-10-30,Harbour,3448.3,29.2,412.9,515.1
2025-10-30,Greenpark,1994.7,33.3,464.0,284.2
2025-10-31,Central,4312.2,35.9,318.5,692.2
2025-10-31,Riverside,3221.5,39.7,327.6,404.8
2025-10-31,Northgate,2854.3,56.1,419.0,413.0
2025-10-31,Eastfield,2711.4,49.0,477.9,473.6
2025-10-31,Harbour,4215.4,28.3,293.0,739.3
2025-10-31,Greenpark,1619.1,27.3,398.3,216.8
2025-11-01,Central,4776.3,36.8,433.9,584.5
2025-11-01,Riverside,3306.2,58.3,492.2,589.9
2025-11-01,Northgate,3291.4,47.3,519.9,459.3
2025-11-01,Eastfield,2712.7,59.9,392.0,397.9
2025-11-01,Harbour,3702.0,41.1,174.0,630.7
2025-11-01,Greenpark,2165.8,21.1,665.2,309.7
2025-11-02,Central,5812.0,37.1,375.8,931.8
2025-11-02,Riverside,3760.1,42.1,533.3,511.9
2025-11-02,Northgate,3501.0,43.3,432.3,428.3
2025-11-02,Eastfield,3161.8,28.8,279.0,397.4
2025-11-02,Harbour,3950.2,49.5,549.0,641.2
2025-11-02,Greenpark,2204.3,35.2,376.0,395.0
2025-11-03,Central,5815.6,49.6,557.4,933.4
2025-11-03,Riverside,3701.1,28.0,352.4,557.6
2025-11-03,Northgate,3190.1,33.5,423.9,435.2
2025-11-03,Eastfield,2532.0,49.9,505.3,331.7
2025-11-03,Harbour,4516.2,31.2,268.0,634.6
2025-11-03,Greenpark,2240.7,32.4,266.0,380.7
2025-11-04,Central,5836.2,44.9,361.8,757.2
2025-11-04,Riverside,3510.0,61.9,419.6,587.9
2025-11-04,Northgate,3167.1,43.8,402.8,485.7
2025-11-04,Eastfield,3049.2,52.7,260.8,382.0
2025-11-04,Harbour,4678.7,47.9,484.0,597.0
2025-11-04,Greenpark,2333.5,17.6,410.6,417.8
2025-11-05,Central,4625.3,46.3,389.5,748.4
2025-11-05,Riverside,3705.0,54.2,380.1,452.6
2025-11-05,Northgate,3390.8,66.2,453.1,474.6
2025-11-05,Eastfield,3090.4,31.5,502.1,390.7
2025-11-05,Harbour,4690.6,69.8,280.1,619.9
2025-11-05,Greenpark,2571.2,48.0,238.2,352.8
2025-11-06,Central,5083.1,17.6,494.2,781.2
2025-11-06,Riverside,3613.8,40.1,417.7,614.4
2025-11-06,Northgate,3555.2,31.7,509.0,572.2
2025-11-06,Eastfield,3165.1,32.4,257.4,462.4
2025-11-06,Harbour,4069.3,36.0,331.0,523.5
2025-11-06,Greenpark,2414.5,42.8,181.9,330.7
2025-11-07,Central,5013.8,55.5,245.2,603.8
2025-11-07,Riverside,4039.2,25.5,370.5,520.8
2025-11-07,Northgate,3722.1,51.3,540.9,614.8
2025-11-07,Eastfield,3371.6,57.5,427.4,549.5
2025-11-07,Harbour,4599.4,47.0,163.7,615.1
2025-11-07,Greenpark,2395.8,25.4,269.6,302.0
2025-11-08,Central,5150.7,55.5,320.2,769.0
2025-11-08,Riverside,4036.5,50.3,383.0,672.0
2025-11-08,Northgate,3359.4,34.4,309.0,442.6
2025-11-08,Eastfield,3002.5,44.6,179.5,374.2
2025-11-08,Harbour,4363.3,47.8,398.5,752.5
2025-11-08,Greenpark,2224.9,60.2,268.7,371.0
2025-11-09,Central,5573.6,45.9,308.4,934.1
2025-11-09,Riverside,3253.8,49.8,401.3,561.0
2025-11-09,Northgate,3411.1,45.6,358.2,528.9
2025-11-09,Eastfield,2955.0,27.6,288.0,520.8
2025-11-09,Harbour,4412.8,42.1,444.7,540.7
2025-11-09,Greenpark,2178.1,41.3,330.1,366.7
2025-11-10,Central,4492.1,28.5,411.1,667.6
2025-11-10,Riverside,4277.5,16.7,530.2,522.0
2025-11-10,Northgate,2982.2,47.9,409.4,485.4
2025-11-10,Eastfield,3081.6,16.7,526.3,534.8
2025-11-10,Harbour,4430.7,31.8,230.0,542.3
2025-11-10,Greenpark,2623.5,54.2,204.7,441.4
2025-11-11,Central,4793.4,37.0,386.9,703.2
2025-11-11,Riverside,3748.5,49.6,411.3,600.3
2025-11-11,Northgate,2955.1,45.0,425.3,493.3
2025-11-11,Eastfield,2906.5,30.5,320.8,397.9
2025-11-11,Harbour,4762.4,47.6,405.3,696.2
2025-11-11,Greenpark,1851.2,37.6,366.3,288.0
2025-11-12,Central,4829.6,26.6,365.7,606.7
2025-11-12,Riverside,4208.1,54.3,405.7,612.2
2025-11-12,Northgate,2767.2,40.2,308.2,352.3
2025-11-12,Eastfield,2561.9,38.5,210.8,414.1
2025-11-12,Harbour,4235.2,16.0,307.5,737.1
2025-11-12,Greenpark,2692.0,20.7,685.8,378.1
2025-11-13,Central,5118.5,38.8,222.1,791.7
2025-11-13,Riverside,3581.5,38.7,448.1,445.9
2025-11-13,Northgate,3235.3,58.7,474.4,552.8
2025-11-13,Eastfield,2696.1,45.6,327.5,350.5
2025-11-13,Harbour,4254.4,38.5,318.3,700.7
2025-11-13,Greenpark,2366.0,73.9,278.6,344.0
2025-11-14,Central,4916.9,66.5,492.4,752.3
2025-11-14,Riverside,3796.6,26.2,231.2,620.6
2025-11-14,Northgate,3189.8,34.1,419.1,385.8
2025-11-14,Eastfield,2978.0,54.9,332.6,534.8
2025-11-14,Harbour,3875.5,39.1,412.4,481.9
2025-11-14,Greenpark,1965.0,50.6,505.7,329.0
2025-11-15,Central,4887.4,23.6,297.1,672.4
2025-11-15,Riverside,3610.7,48.6,94.8,517.4
2025-11-15,Northgate,3246.7,28.6,324.5,431.9
2025-11-15,Eastfield,2701.9,49.6,409.4,351.4
2025-11-15,Harbour,5234.6,34.7,274.7,739.1
2025-11-15,Greenpark,2622.9,42.8,333.2,391.3
2025-11-16,Central,5407.2,39.6,246.9,838.5
2025-11-16,Riverside,3627.0,22.0,209.9,576.7
2025-11-16,Northgate,3063.3,60.9,324.6,542.4
2025-11-16,Eastfield,3232.9,27.4,415.8,460.4
2025-11-16,Harbour,4457.2,36.2,337.7,783.9
2025-11-16,Greenpark,2268.3,56.3,229.6,361.7
2025-11-17,Central,4802.5,24.6,299.8,849.8
2025-11-17,Riverside,3770.4,26.4,354.4,477.5
