date,district,transactions,revenue_gbp,violations,avg_duration_mins,occupancy_pct
2025-09-05,Harbour,188,551.94,18,87.5,47.2
2025-09-05,Greenpark,106,446.68,7,95.6,81.4
2025-09-06,Central,226,592.65,26,113.1,45.4
2025-09-06,Riverside,133,412.77,7,81.8,92.3
2025-09-06,Northgate,67,218.43,6,82.5,72.1
2025-09-06,Eastfield,92,372.73,11,129.2,60.9
2025-09-06,Harbour,198,924.23,20,79.9,55.5
2025-09-06,Greenpark,62,295.42,4,73.6,66.0
2025-09-07,Central,228,724.5,17,65.3,99.0
2025-09-07,Riverside,149,686.37,8,122.1,72.6
2025-09-07,Northgate,120,637.16,8,124.7,43.6
2025-09-07,Eastfield,90,418.36,10,84.6,61.1
2025-09-07,Harbour,188,595.57,13,100.0,73.5
2025-09-07,Greenpark,123,477.62,16,87.9,41.6
2025-09-08,Central,270,1434.59,21,147.2,65.6
2025-09-08,Riverside,173,931.65,18,139.4,49.8
2025-09-08,Northgate,159,514.18,13,98.5,97.1
2025-09-08,Eastfield,135,561.15,7,63.2,89.3
2025-09-08,Harbour,292,1084.7,20,138.5,73.3
2025-09-08,Greenpark,79,294.0,3,122.7,37.9
2025-09-09,Central,255,740.61,44,62.9,71.8
2025-09-09,Riverside,224,830.01,25,101.1,82.9
2025-09-09,Northgate,141,758.59,16,103.0,76.3
2025-09-09,Eastfield,110,369.26,6,112.2,65.3
2025-09-09,Harbour,188,600.77,11,102.3,92.7
2025-09-09,Greenpark,107,398.43,8,103.4,60.9
2025-09-10,Central,305,1429.05,33,105.9,78.0
2025-09-10,Riverside,186,1000.63,12,113.0,99.0
2025-09-10,Northgate,154,661.87,15,113.9,71.4
2025-09-10,Eastfield,120,547.3,6,104.7,92.4
2025-09-10,Harbour,211,542.35,12,105.8,41.9
2025-09-10,Greenpark,122,402.49,18,117.6,68.6
2025-09-11,Central,320,1256.9,18,137.2,67.0
2025-09-11,Riverside,177,495.88,14,144.2,71.4
2025-09-11,Northgate,185,850.24,8,93.3,99.0
2025-09-11,Eastfield,119,458.24,12,79.4,57.3
2025-09-11,Harbour,219,710.79,14,120.7,60.8
2025-09-11,Greenpark,89,267.64,5,83.6,77.1
2025-09-12,Central,282,1286.53,0,123.7,79.4
2025-09-12,Riverside,178,594.59,13,83.7,60.7
2025-09-12,Northgate,161,723.07,3,131.6,60.1
2025-09-12,Eastfield,97,399.99,4,110.9,70.2
2025-09-12,Harbour,201,1012.83,17,112.6,94.1
2025-09-12,Greenpark,102,322.78,11,168.6,82.9
2025-09-13,Central,298,1593.14,36,88.2,65.0
2025-09-13,Riverside,177,710.74,14,80.0,78.2
2025-09-13,Northgate,146,437.15,7,62.6,59.7
2025-09-13,Eastfield,119,428.82,6,72.1,73.9
2025-09-13,Harbour,166,737.97,19,73.1,82.2
2025-09-13,Greenpark,93,352.11,9,76.0,82.0
2025-09-14,Central,254,1165.11,16,86.6,94.8
2025-09-14,Riverside,132,413.66,16,100.2,72.9
2025-09-14,Northgate,122,551.68,2,125.1,74.2
2025-09-14,Eastfield,105,532.23,11,87.2,60.1
2025-09-14,Harbour,173,473.11,15,108.3,78.8
2025-09-14,Greenpark,92,419.55,6,127.1,73.2
2025-09-15,Central,212,711.17,14,176.9,80.1
2025-09-15,Riverside,195,827.6,19,79.2,80.6
2025-09-15,Northgate,153,701.65,11,119.6,68.4
2025-09-15,Eastfield,132,478.87,3,121.3,73.5
2025-09-15,Harbour,208,808.38,19,110.8,73.0
2025-09-15,Greenpark,95,239.81,11,94.5,68.3
2025-09-16,Central,247,1126.51,19,107.8,45.5
2025-09-16,Riverside,156,580.56,10,100.1,48.6
2025-09-16,Northgate,156,463.65,5,124.1,83.7
2025-09-16,Eastfield,118,320.09,5,57.2,81.5
2025-09-16,Harbour,273,1439.55,44,150.2,91.6
2025-09-16,Greenpark,117,565.29,8,114.4,64.7
2025-09-17,Central,312,1550.22,22,109.9,58.2
2025-09-17,Riverside,152,515.13,7,72.3,83.4
2025-09-17,Northgate,141,553.81,5,70.8,89.7
2025-09-17,Eastfield,110,481.66,2,86.9,66.5
2025-09-17,Harbour,202,735.4,19,104.2,84.6
2025-09-17,Greenpark,128,327.56,5,92.6,98.0
2025-09-18,Central,175,681.64,15,112.6,77.2
2025-09-18,Riverside,170,479.04,16,86.6,62.6
2025-09-18,Northgate,184,956.39,17,95.6,37.8
2025-09-18,Eastfield,117,355.39,8,82.1,99.0
2025-09-18,Harbour,126,676.38,9,97.2,49.6
2025-09-18,Greenpark,114,602.73,14,78.3,38.4
2025-09-19,Central,272,915.18,15,99.0,53.7
2025-09-19,Riverside,158,725.95,12,65.6,79.0
2025-09-19,Northgate,197,805.4,14,54.4,57.7
2025-09-19,Eastfield,130,586.98,10,93.2,60.1
2025-09-19,Harbour,248,931.28,16,145.7,58.6
2025-09-19,Greenpark,87,307.79,7,84.2,40.2
2025-09-20,Central,195,572.69,13,94.2,64.2
2025-09-20,Riverside,181,901.41,21,95.3,57.3
2025-09-20,Northgate,144,719.76,18,100.2,65.0
2025-09-20,Eastfield,66,232.37,6,116.4,76.0
2025-09-20,Harbour,215,796.89,17,91.5,64.1
2025-09-20,Greenpark,106,501.22,5,104.1,46.2
2025-09-21,Central,208,741.91,8,96.3,94.0
2025-09-21,Riverside,158,583.12,9,76.6,51.0
2025-09-21,Northgate,88,283.86,6,88.6,71.2
2025-09-21,Eastfield,90,236.85,8,124.7,82.0
2025-09-21,Harbour,179,557.78,21,117.3,87.9
2025-09-21,Greenpark,95,267.25,6,104.9,74.5
2025-09-22,Central,230,880.09,22,90.6,61.8
2025-09-22,Riverside,161,562.03,19,119.9,75.8
2025-09-22,Northgate,152,452.16,9,79.0,76.8
2025-09-22,Eastfield,97,300.38,10,85.6,71.3
2025-09-22,Harbour,223,772.69,0,87.0,57.7
2025-09-22,Greenpark,125,511.53,12,62.2,77.9
2025-09-23,Central,232,753.51,15,97.7,48.9
2025-09-23,Riverside,197,608.08,16,122.5,79.4
2025-09-23,Northgate,118,387.94,10,112.8,57.5
2025-09-23,Eastfield,115,528.34,14,67.6,66.6
2025-09-23,Harbour,262,1400.17,6,95.3,60.5
2025-09-23,Greenpark,109,280.34,1,118.6,63.7
2025-09-24,Central,189,634.39,26,73.1,49.3
2025-09-24,Riverside,124,624.92,5,133.0,40.0
2025-09-24,Northgate,173,708.6,9,109.3,81.4
2025-09-24,Eastfield,132,646.82,6,69.3,64.7
2025-09-24,Harbour,215,764.82,16,61.7,75.5
2025-09-24,Greenpark,101,321.11,9,89.6,18.0
2025-09-25,Central,236,710.15,12,118.5,83.4
2025-09-25,Riverside,228,1073.38,16,82.5,80.1
2025-09-25,Northgate,150,437.27,11,89.9,96.8
2025-09-25,Eastfield,132,569.43,13,120.8,50.9
2025-09-25,Harbour,230,758.11,24,120.4,81.8
2025-09-25,Greenpark,104,293.22,10,134.4,71.3
2025-09-26,Central,235,758.61,12,113.8,74.0
2025-09-26,Riverside,195,932.62,8,77.1,89.7
2025-09-26,Northgate,148,722.46,6,150.0,41.1
2025-09-26,Eastfield,92,338.41,11,104.3,74.5
2025-09-26,Harbour,265,733.42,23,95.3,49.8
2025-09-26,Greenpark,102,335.95,8,162.8,79.8
2025-09-27,Central,226,846.19,22,86.3,67.8
2025-09-27,Riverside,164,798.52,22,113.2,92.9
2025-09-27,Northgate,130,369.11,11,81.7,82.6
2025-09-27,Eastfield,111,430.81,14,59.8,52.5
2025-09-27,Harbour,215,975.14,21,94.3,50.7
2025-09-27,Greenpark,88,361.67,10,112.3,89.5
2025-09-28,Central,249,743.94,18,115.5,58.3
2025-09-28,Riverside,157,859.54,13,121.0,56.7
2025-09-28,Northgate,125,630.49,6,125.2,45.7
2025-09-28,Eastfield,133,720.68,10,97.7,62.4
2025-09-28,Harbour,178,486.93,20,47.3,82.3
2025-09-28,Greenpark,92,373.96,6,61.5,67.2
2025-09-29,Central,269,885.03,6,106.3,52.1
2025-09-29,Riverside,218,907.84,12,136.0,43.2
2025-09-29,Northgate,169,450.34,12,113.0,76.8
2025-09-29,Eastfield,110,372.66,10,83.8,75.5
2025-09-29,Harbour,235,1101.87,24,102.3,63.9
2025-09-29,Greenpark,123,322.85,11,93.5,68.7
2025-09-30,Central,271,1423.3,12,122.1,66.9
2025-09-30,Riverside,153,813.26,22,88.1,66.6
2025-09-30,Northgate,154,513.36,10,102.0,86.8
2025-09-30,Eastfield,131,363.6,19,78.7,67.1
2025-09-30,Harbour,280,1434.58,19,63.4,86.5
2025-09-30,Greenpark,94,311.08,4,23.7,80.2
2025-10-01,Central,325,1189.95,27,77.8,64.3
2025-10-01,Riverside,200,954.02,11,66.1,82.9
2025-10-01,Northgate,180,711.5,24,82.7,99.0
2025-10-01,Eastfield,141,398.87,13,80.4,78.0
2025-10-01,Harbour,157,621.1,11,59.6,91.5
2025-10-01,Greenpark,73,381.75,7,99.2,87.9
2025-10-02,Central,196,509.65,9,89.8,91.8
2025-10-02,Riverside,157,778.13,3,61.5,64.7
2025-10-02,Northgate,109,330.1,5,81.9,99.0
2025-10-02,Eastfield,133,635.54,13,103.4,80.5
2025-10-02,Harbour,192,769.85,18,85.8,68.4
2025-10-02,Greenpark,87,224.94,5,77.8,79.0
2025-10-03,Central,296,744.74,34,102.5,83.1
2025-10-03,Riverside,187,631.04,13,72.3,74.1
2025-10-03,Northgate,151,723.63,5,61.6,80.9
2025-10-03,Eastfield,127,473.65,9,39.5,99.0
2025-10-03,Harbour,248,1011.92,17,66.8,59.2
2025-10-03,Greenpark,101,322.18,6,105.3,57.9
2025-10-04,Central,240,962.58,25,107.7,89.3
2025-10-04,Riverside,119,455.35,7,128.8,99.0
2025-10-04,Northgate,119,308.95,17,132.6,83.7
2025-10-04,Eastfield,114,362.63,7,81.0,65.1
2025-10-04,Harbour,194,966.84,13,128.5,45.6
2025-10-04,Greenpark,70,210.31,7,97.0,76.8
2025-10-05,Central,170,558.21,17,44.7,74.0
2025-10-05,Riverside,126,328.51,7,93.2,99.0
2025-10-05,Northgate,124,345.05,6,106.5,67.6
2025-10-05,Eastfield,87,431.81,7,125.2,71.6
2025-10-05,Harbour,210,1150.91,22,110.3,52.2
2025-10-05,Greenpark,75,190.76,5,103.2,59.5
2025-10-06,Central,309,802.03,43,115.0,71.1
2025-10-06,Riverside,210,1016.29,8,97.5,94.5
2025-10-06,Northgate,136,702.59,15,75.0,57.8
2025-10-06,Eastfield,85,271.61,5,148.0,86.7
2025-10-06,Harbour,122,640.06,7,89.5,56.9
2025-10-06,Greenpark,99,383.42,1,66.5,72.9
2025-10-07,Central,179,546.49,14,143.1,55.5
2025-10-07,Riverside,191,747.1,21,56.2,50.9
2025-10-07,Northgate,142,716.73,20,93.5,73.0
2025-10-07,Eastfield,117,398.23,6,118.8,83.8
2025-10-07,Harbour,179,727.42,10,81.7,58.6
2025-10-07,Greenpark,85,264.82,5,81.6,79.0
2025-10-08,Central,247,1340.7,17,75.5,66.8
2025-10-08,Riverside,189,917.06,15,57.4,86.9
2025-10-08,Northgate,123,558.03,10,140.3,78.0
2025-10-08,Eastfield,100,328.53,9,43.2,74.3
2025-10-08,Harbour,197,965.05,22,131.0,78.4
2025-10-08,Greenpark,115,382.23,7,58.5,75.5
2025-10-09,Central,165,544.52,11,111.5,69.8
2025-10-09,Riverside,167,668.7,12,123.8,89.4
2025-10-09,Northgate,154,765.27,13,94.1,63.2
2025-10-09,Eastfield,81,312.17,4,66.1,42.3
2025-10-09,Harbour,198,865.5,20,83.8,87.9
2025-10-09,Greenpark,68,246.45,2,72.8,69.6
2025-10-10,Central,204,829.69,18,90.4,99.0
2025-10-10,Riverside,155,780.72,11,117.0,57.8
2025-10-10,Northgate,140,731.47,12,97.5,68.8
2025-10-10,Eastfield,78,247.3,12,72.3,81.1
2025-10-10,Harbour,147,788.93,13,82.6,49.8
2025-10-10,Greenpark,99,506.62,3,110.7,97.0
2025-10-11,Central,212,635.84,13,77.8,83.8
2025-10-11,Riverside,97,492.41,4,99.6,56.5
2025-10-11,Northgate,128,667.55,7,82.3,30.1
2025-10-11,Eastfield,93,368.54,9,138.6,82.8
2025-10-11,Harbour,146,709.35,11,74.8,68.3
2025-10-11,Greenpark,95,490.51,8,83.2,88.8
2025-10-12,Central,256,920.34,32,95.2,85.8
2025-10-12,Riverside,140,557.27,11,96.3,52.1
2025-10-12,Northgate,131,637.41,12,69.7,84.9
2025-10-12,Eastfield,87,472.13,6,97.7,87.0
2025-10-12,Harbour,183,485.61,26,95.9,97.3
2025-10-12,Greenpark,83,329.96,12,81.5,60.0
2025-10-13,Central,228,1235.52,15,83.2,61.3
2025-10-13,Riverside,213,630.89,26,110.6,81.6
2025-10-13,Northgate,125,664.25,6,108.5,85.4
2025-10-13,Eastfield,108,451.21,6,89.5,52.0
2025-10-13,Harbour,146,707.05,15,83.1,85.7
2025-10-13,Greenpark,95,261.13,8,84.2,99.0
2025-10-14,Central,234,786.58,23,17.1,72.8
2025-10-14,Riverside,201,960.52,9,117.9,57.2
2025-10-14,Northgate,182,714.89,9,54.1,68.0
2025-10-14,Eastfield,108,439.77,8,179.4,82.1
2025-10-14,Harbour,186,701.57,8,124.3,63.8
2025-10-14,Greenpark,142,718.38,15,86.9,76.0
2025-10-15,Central,223,754.62,29,94.5,62.3
2025-10-15,Riverside,131,600.51,7,76.2,83.9
2025-10-15,Northgate,109,353.1,12,102.8,56.9
2025-10-15,Eastfield,112,478.28,4,73.4,89.0
2025-10-15,Harbour,189,729.35,22,141.1,73.7
2025-10-15,Greenpark,90,375.14,6,79.2,43.4
2025-10-16,Central,240,1046.6,35,136.7,76.6
2025-10-16,Riverside,174,789.39,23,90.3,87.5
2025-10-16,Northgate,178,756.08,11,98.2,63.1
2025-10-16,Eastfield,77,213.36,4,72.4,99.0
2025-10-16,Harbour,207,975.77,11,102.1,74.8
2025-10-16,Greenpark,108,550.4,8,74.4,64.6
2025-10-17,Central,164,693.25,6,133.0,79.6
2025-10-17,Riverside,140,710.48,11,91.0,68.3
2025-10-17,Northgate,145,732.38,11,113.7,70.3
2025-10-17,Eastfield,142,715.15,16,70.7,51.7
2025-10-17,Harbour,204,760.82,15,94.6,75.9
2025-10-17,Greenpark,122,422.76,19,85.6,76.7
2025-10-18,Central,222,827.49,26,110.3,65.7
2025-10-18,Riverside,148,640.65,19,93.6,58.6
2025-10-18,Northgate,109,488.75,6,90.3,84.0
2025-10-18,Eastfield,101,516.47,4,109.2,77.7
2025-10-18,Harbour,210,613.24,18,65.9,48.0
2025-10-18,Greenpark,93,476.43,7,90.4,68.9
2025-10-19,Central,158,686.4,8,119.8,78.8
2025-10-19,Riverside,105,427.78,8,135.8,77.6
2025-10-19,Northgate,108,387.94,4,93.3,80.3
2025-10-19,Eastfield,104,342.85,10,118.1,74.5
2025-10-19,Harbour,184,578.38,14,106.1,74.7
2025-10-19,Greenpark,87,366.05,7,110.6,69.5
2025-10-20,Central,297,1139.99,2,66.1,99.0
2025-10-20,Riverside,223,650.62,8,80.5,76.4
2025-10-20,Northgate,142,442.16,11,106.2,76.9
2025-10-20,Eastfield,89,298.67,8,110.3,71.5
2025-10-20,Harbour,226,862.95,11,85.0,44.5
2025-10-20,Greenpark,113,305.67,5,98.9,74.9
2025-10-21,Central,243,1137.77,23,66.4,65.0
2025-10-21,Riverside,133,724.34,9,99.7,59.2
2025-10-21,Northgate,159,713.36,23,98.6,57.0
2025-10-21,Eastfield,115,550.41,8,72.9,62.6
2025-10-21,Harbour,164,660.43,16,103.4,82.1
2025-10-21,Greenpark,73,282.31,2,106.5,55.4
2025-10-22,Central,283,1349.81,19,55.3,91.4
2025-10-22,Riverside,184,728.5,10,78.5,63.1
2025-10-22,Northgate,155,493.98,9,30.0,93.4
2025-10-22,Eastfield,128,653.21,11,87.0,71.5
2025-10-22,Harbour,261,1089.23,10,70.7,78.4
2025-10-22,Greenpark,82,389.63,7,126.7,57.4
2025-10-23,Central,239,1103.01,15,112.1,62.5
2025-10-23,Riverside,198,705.01,26,157.6,65.2
2025-10-23,Northgate,188,714.61,13,79.8,62.5
2025-10-23,Eastfield,125,388.43,12,95.1,80.8
2025-10-23,Harbour,207,966.13,19,123.7,62.6
2025-10-23,Greenpark,116,335.48,7,82.6,56.8
2025-10-24,Central,175,838.41,8,88.3,61.0
2025-10-24,Riverside,159,575.14,10,107.0,92.7
2025-10-24,Northgate,173,493.73,17,108.0,84.6
2025-10-24,Eastfield,127,584.32,10,87.0,51.6
2025-10-24,Harbour,177,949.41,14,104.8,61.0
2025-10-24,Greenpark,92,485.23,7,97.0,89.7
2025-10-25,Central,189,678.54,13,96.2,46.6
2025-10-25,Riverside,140,723.77,13,86.2,99.0
2025-10-25,Northgate,118,602.49,13,77.5,66.1
2025-10-25,Eastfield,96,496.06,10,36.1,72.3
2025-10-25,Harbour,199,665.01,19,139.2,79.2
2025-10-25,Greenpark,86,371.38,6,91.4,78.1
2025-10-26,Central,204,562.52,10,99.0,96.5
2025-10-26,Riverside,125,545.81,9,54.5,81.4
2025-10-26,Northgate,115,442.66,11,71.8,73.5
2025-10-26,Eastfield,89,244.07,8,131.4,47.5
2025-10-26,Harbour,218,581.29,18,116.2,63.4
2025-10-26,Greenpark,100,295.87,3,85.4,60.6
2025-10-27,Central,346,1684.88,32,123.1,96.2
2025-10-27,Riverside,146,546.56,0,83.5,80.7
2025-10-27,Northgate,149,756.49,11,156.6,70.4
2025-10-27,Eastfield,128,548.45,6,75.2,82.4
2025-10-27,Harbour,190,803.93,21,64.2,63.9
2025-10-27,Greenpark,94,289.16,11,132.9,89.2
2025-10-28,Central,200,703.7,8,85.0,74.4
2025-10-28,Riverside,147,403.15,14,135.4,60.4
2025-10-28,Northgate,171,589.12,14,50.3,99.0
2025-10-28,Eastfield,125,374.7,8,101.2,55.1
2025-10-28,Harbour,164,602.23,15,124.9,84.6
2025-10-28,Greenpark,111,522.81,8,152.6,51.0
2025-10-29,Central,275,1412.43,35,60.8,57.3
2025-10-29,Riverside,197,855.75,23,93.3,89.9
2025-10-29,Northgate,136,718.1,14,68.6,85.0
2025-10-29,Eastfield,133,387.52,20,52.8,84.5
2025-10-29,Harbour,228,1032.42,20,99.9,38.6
2025-10-29,Greenpark,103,335.88,8,107.8,75.0
2025-10-30,Central,265,1221.21,20,21.9,54.8
2025-10-30,Riverside,135,527.51,11,134.8,63.2
2025-10-30,Northgate,110,579.97,10,104.8,93.7
2025-10-30,Eastfield,119,551.82,10,130.4,58.9
2025-10-30,Harbour,196,728.92,13,104.3,58.8
2025-10-30,Greenpark,117,621.44,3,108.1,60.0
2025-10-31,Central,231,1174.35,19,98.0,40.5
2025-10-31,Riverside,119,622.94,10,83.7,70.0
2025-10-31,Northgate,151,562.42,3,78.8,66.0
2025-10-31,Eastfield,91,396.22,3,76.2,94.8
2025-10-31,Harbour,204,785.64,21,105.6,74.1
2025-10-31,Greenpark,94,323.69,1,117.0,80.1
2025-11-01,Central,211,1012.77,14,128.7,60.1
2025-11-01,Riverside,134,549.0,9,119.3,52.6
2025-11-01,Northgate,89,230.62,8,141.4,45.4
2025-11-01,Eastfield,111,423.79,9,75.3,81.9
2025-11-01,Harbour,195,498.12,7,114.4,79.7
2025-11-01,Greenpark,63,318.39,0,76.6,86.3
2025-11-02,Central,230,963.61,10,82.6,58.8
2025-11-02,Riverside,137,747.74,13,112.0,61.3
2025-11-02,Northgate,71,361.19,4,55.2,91.8
2025-11-02,Eastfield,104,356.67,7,126.4,89.8
2025-11-02,Harbour,134,670.59,6,76.3,89.2
2025-11-02,Greenpark,68,212.58,5,73.3,71.6
2025-11-03,Central,248,1322.06,25,104.0,74.4
2025-11-03,Riverside,214,1162.22,24,88.3,73.2
2025-11-03,Northgate,147,718.35,12,139.1,84.9
2025-11-03,Eastfield,82,362.46,8,68.0,77.0
2025-11-03,Harbour,204,588.48,8,113.3,64.3
2025-11-03,Greenpark,91,484.43,1,81.4,51.8
2025-11-04,Central,285,1483.41,27,96.1,73.0
2025-11-04,Riverside,129,597.42,9,86.4,73.8
2025-11-04,Northgate,124,470.79,12,75.5,99.0
2025-11-04,Eastfield,91,337.09,7,100.2,74.0
2025-11-04,Harbour,135,622.06,3,129.8,67.8
2025-11-04,Greenpark,79,346.27,6,96.1,51.5
2025-11-05,Central,271,1053.51,22,71.7,60.5
2025-11-05,Riverside,154,581.75,12,109.2,62.3
2025-11-05,Northgate,85,304.58,5,99.4,89.3
2025-11-05,Eastfield,114,593.4,10,103.5,70.1
2025-11-05,Harbour,185,959.67,13,71.3,57.9
2025-11-05,Greenpark,108,412.02,3,108.3,76.6
2025-11-06,Central,187,990.73,18,77.9,65.1
2025-11-06,Riverside,160,454.61,8,84.4,60.5
2025-11-06,Northgate,152,752.44,5,75.2,85.1
2025-11-06,Eastfield,91,420.54,1,52.1,84.4
2025-11-06,Harbour,242,635.74,22,94.4,67.9
2025-11-06,Greenpark,100,314.22,5,61.2,67.5
2025-11-07,Central,189,485.6,15,105.9,60.7
2025-11-07,Riverside,71,380.19,7,70.3,99.0
2025-11-07,Northgate,146,629.07,11,58.4,78.5
2025-11-07,Eastfield,94,267.33,2,90.0,74.8
2025-11-07,Harbour,198,592.81,19,49.7,81.6
2025-11-07,Greenpark,98,363.64,7,65.9,66.6
2025-11-08,Central,222,796.84,15,88.2,67.5
2025-11-08,Riverside,123,309.11,13,111.7,48.8
2025-11-08,Northgate,106,300.15,9,98.4,75.4
2025-11-08,Eastfield,108,408.95,10,78.5,91.9
2025-11-08,Harbour,178,669.11,9,113.4,62.4
2025-11-08,Greenpark,89,342.68,6,89.4,97.0
2025-11-09,Central,169,638.19,10,109.6,93.4
2025-11-09,Riverside,105,414.15,11,94.5,73.5
2025-11-09,Northgate,135,656.59,17,115.9,60.3
2025-11-09,Eastfield,70,289.55,8,91.1,54.7
2025-11-09,Harbour,151,757.82,16,63.1,77.6
2025-11-09,Greenpark,80,295.67,12,89.7,57.3
2025-11-10,Central,162,854.81,9,128.6,62.3
2025-11-10,Riverside,206,675.75,18,96.2,82.4
2025-11-10,Northgate,125,350.08,14,60.3,70.3
2025-11-10,Eastfield,107,416.57,8,95.8,92.2
2025-11-10,Harbour,213,1101.19,16,77.7,86.5
2025-11-10,Greenpark,69,264.39,6,127.0,71.1
2025-11-11,Central,222,566.79,23,89.5,75.6
2025-11-11,Riverside,149,551.08,12,51.4,61.6
2025-11-11,Northgate,131,573.97,10,126.3,54.2
2025-11-11,Eastfield,85,431.18,8,72.6,80.6
2025-11-11,Harbour,236,812.65,24,104.1,89.4
2025-11-11,Greenpark,111,469.56,1,86.6,54.7
2025-11-12,Central,187,894.48,5,112.8,71.6
2025-11-12,Riverside,138,670.8,4,145.9,99.0
2025-11-12,Northgate,132,437.21,8,103.5,83.2
2025-11-12,Eastfield,114,572.46,2,63.4,53.6
2025-11-12,Harbour,191,967.31,12,130.4,61.5
2025-11-12,Greenpark,71,207.55,8,114.0,78.7
2025-11-13,Central,290,821.2,26,100.0,90.2
2025-11-13,Riverside,149,753.09,7,95.4,85.7
2025-11-13,Northgate,173,864.7,17,99.7,68.6
2025-11-13,Eastfield,53,199.9,2,112.0,72.2
2025-11-13,Harbour,207,629.46,16,115.8,81.0
2025-11-13,Greenpark,109,457.19,13,101.1,76.1
2025-11-14,Central,169,863.47,10,128.1,67.6
2025-11-14,Riverside,131,623.97,10,84.3,46.4
2025-11-14,Northgate,129,624.94,8,105.3,57.4
2025-11-14,Eastfield,108,532.77,10,87.6,65.1
2025-11-14,Harbour,198,874.89,19,71.9,98.5
2025-11-14,Greenpark,89,462.74,12,63.6,57.0
2025-11-15,Central,200,808.99,18,86.9,65.7
2025-11-15,Riverside,104,520.98,13,126.4,64.0
2025-11-15,Northgate,93,241.82,6,115.2,68.6
2025-11-15,Eastfield,75,405.71,4,90.7,71.0
2025-11-15,Harbour,110,296.51,10,41.5,69.1
2025-11-15,Greenpark,88,460.44,6,110.5,77.2
2025-11-16,Central,158,685.9,5,86.4,99.0
2025-11-16,Riverside,134,665.09,10,136.6,64.9
2025-11-16,Northgate,103,366.4,7,89.2,71.3
2025-11-16,Eastfield,79,335.06,8,101.2,85.3
2025-11-16,Harbour,117,593.78,6,110.6,81.8
2025-11-16,Greenpark,91,454.92,2,72.5,65.8
2025-11-17,Central,241,629.17,17,77.5,56.5
2025-11-17,Riverside,174,548.94,25,82.7,62.6
2025-11-17,Northgate,94,502.22,7,77.6,71.1
2025-11-17,Eastfield,88,392.52,10,108.4,46.9
2025-11-17,Harbour,160,622.85,6,70.5,71.8
2025-11-17,Greenpark,78,343.83,5,128.2,46.9
2025-11-18,Central,197,614.33,25,76.8,69.5
2025-11-18,Riverside,127,436.15,13,164.2,68.2
2025-11-18,Northgate,90,276.98,11,80.9,77.6
2025-11-18,Eastfield,109,340.79,6,88.8,43.1
2025-11-18,Harbour,245,1070.72,16,128.7,85.6
2025-11-18,Greenpark,77,293.68,3,84.4,78.0
2025-11-19,Central,211,865.1,14,105.8,81.8
2025-11-19,Riverside,143,575.39,5,105.7,77.9
2025-11-19,Northgate,136,623.26,14,99.1,57.5
2025-11-19,Eastfield,96,422.61,3,76.0,61.3
2025-11-19,Harbour,192,974.18,9,65.5,87.5
2025-11-19,Greenpark,121,566.8,11,115.8,77.6
2025-11-20,Central,238,901.92,26,122.5,79.3
2025-11-20,Riverside,153,782.76,6,91.8,49.0
2025-11-20,Northgate,129,391.05,6,61.2,50.1
2025-11-20,Eastfield,110,292.08,6,83.8,65.9
2025-11-20,Harbour,191,803.94,6,112.9,60.4
2025-11-20,Greenpark,102,455.96,7,130.3,67.4
2025-11-21,Central,206,724.94,21,93.6,63.4
2025-11-21,Riverside,173,909.74,17,71.6,73.2
2025-11-21,Northgate,168,467.04,15,118.2,75.4
2025-11-21,Eastfield,94,509.53,10,110.2,67.0
2025-11-21,Harbour,198,829.7,18,97.2,56.4
2025-11-21,Greenpark,113,539.51,7,85.1,76.6
2025-11-22,Central,238,1299.66,29,53.7,57.0
2025-11-22,Riverside,155,823.1,14,86.9,92.0
2025-11-22,Northgate,132,524.28,12,80.9,64.7
2025-11-22,Eastfield,82,278.28,5,43.4,90.3
2025-11-22,Harbour,145,416.41,12,42.1,71.8
2025-11-22,Greenpark,73,378.66,5,76.9,77.5
2025-11-23,Central,165,759.86,21,114.4,82.6
2025-11-23,Riverside,71,179.85,3,99.2,82.5
2025-11-23,Northgate,125,621.14,8,87.4,68.9
2025-11-23,Eastfield,86,276.59,5,110.6,99.0
2025-11-23,Harbour,124,604.71,8,73.9,69.4
2025-11-23,Greenpark,66,190.53,5,109.0,65.9
2025-11-24,Central,181,750.69,9,117.1,79.7
2025-11-24,Riverside,168,900.82,17,116.7,72.3
2025-11-24,Northgate,112,464.17,6,120.9,70.1
2025-11-24,Eastfield,99,470.78,6,88.0,62.4
2025-11-24,Harbour,237,704.93,8,91.0,88.7
2025-11-24,Greenpark,92,305.91,9,70.7,73.2
2025-11-25,Central,286,951.54,7,108.0,62.8
2025-11-25,Riverside,166,572.84,12,79.4,75.4
2025-11-25,Northgate,153,625.17,8,91.9,83.1
2025-11-25,Eastfield,101,549.21,11,92.6,75.9
2025-11-25,Harbour,205,557.2,8,86.1,77.5
2025-11-25,Greenpark,91,385.0,5,77.9,70.6
2025-11-26,Central,246,945.54,31,95.6,42.6
2025-11-26,Riverside,188,776.76,10,98.0,87.7
2025-11-26,Northgate,149,621.58,9,108.1,53.4
2025-11-26,Eastfield,122,470.91,8,83.0,76.0
2025-11-26,Harbour,194,955.52,15,82.5,60.6
2025-11-26,Greenpark,113,539.12,4,96.6,97.0
2025-11-27,Central,219,628.89,26,109.9,73.3
2025-11-27,Riverside,166,737.11,20,92.0,82.9
2025-11-27,Northgate,126,490.31,13,67.3,68.0
